Province	Region	Epiyear	Epiweek	n
Nakhon Nayok	non-BMR	2022	11	685
Nakhon Nayok	non-BMR	2022	12	864
Nakhon Nayok	non-BMR	2022	13	1199
Nakhon Nayok	non-BMR	2022	14	1217
Nakhon Nayok	non-BMR	2022	15	1030
Nakhon Nayok	non-BMR	2022	16	851
Nakhon Nayok	non-BMR	2022	17	550
Nakhon Phanom	non-BMR	2020	14	1
Nakhon Phanom	non-BMR	2020	16	1
Nakhon Phanom	non-BMR	2021	3	1
Nakhon Phanom	non-BMR	2021	14	1
Nakhon Phanom	non-BMR	2021	15	19
Nakhon Phanom	non-BMR	2021	16	52
Nakhon Phanom	non-BMR	2021	17	33
Nakhon Phanom	non-BMR	2021	18	18
Nakhon Phanom	non-BMR	2021	19	11
Nakhon Phanom	non-BMR	2021	20	2
Nakhon Phanom	non-BMR	2021	21	3
Nakhon Phanom	non-BMR	2021	22	2
Nakhon Phanom	non-BMR	2021	23	6
Nakhon Phanom	non-BMR	2021	25	16
Nakhon Phanom	non-BMR	2021	26	55
Nakhon Phanom	non-BMR	2021	27	159
Nakhon Phanom	non-BMR	2021	28	351
Nakhon Phanom	non-BMR	2021	29	519
Nakhon Phanom	non-BMR	2021	30	747
Nakhon Phanom	non-BMR	2021	31	832
Nakhon Phanom	non-BMR	2021	32	775
Nakhon Phanom	non-BMR	2021	33	456
Nakhon Phanom	non-BMR	2021	34	291
Nakhon Phanom	non-BMR	2021	35	168
Nakhon Phanom	non-BMR	2021	36	112
Nakhon Phanom	non-BMR	2021	37	101
Nakhon Phanom	non-BMR	2021	38	30
Nakhon Phanom	non-BMR	2021	39	41
Nakhon Phanom	non-BMR	2021	40	31
Nakhon Phanom	non-BMR	2021	41	17
Nakhon Phanom	non-BMR	2021	42	19
Nakhon Phanom	non-BMR	2021	43	13
Nakhon Phanom	non-BMR	2021	44	7
Nakhon Phanom	non-BMR	2021	45	69
Nakhon Phanom	non-BMR	2021	46	27
Nakhon Phanom	non-BMR	2021	47	20
Nakhon Phanom	non-BMR	2021	48	9
Nakhon Phanom	non-BMR	2021	49	62
Nakhon Phanom	non-BMR	2021	50	38
Nakhon Phanom	non-BMR	2021	51	35
Nakhon Phanom	non-BMR	2021	52	34
Nakhon Phanom	non-BMR	2022	1	121
Nakhon Phanom	non-BMR	2022	2	350
Nakhon Phanom	non-BMR	2022	3	204
Nakhon Phanom	non-BMR	2022	4	168
Nakhon Phanom	non-BMR	2022	5	239
Nakhon Phanom	non-BMR	2022	6	264
Nakhon Phanom	non-BMR	2022	7	585
Nakhon Phanom	non-BMR	2022	8	910
Nakhon Phanom	non-BMR	2022	9	1021
Nakhon Phanom	non-BMR	2022	10	635
Nakhon Phanom	non-BMR	2022	11	533
Nakhon Phanom	non-BMR	2022	12	536
Nakhon Phanom	non-BMR	2022	13	638
Nakhon Phanom	non-BMR	2022	14	987
Nakhon Phanom	non-BMR	2022	15	1208
Nakhon Phanom	non-BMR	2022	16	1307
Nakhon Phanom	non-BMR	2022	17	1170
Nakhon Ratchasima	non-BMR	2020	12	5
Nakhon Ratchasima	non-BMR	2020	13	7
Nakhon Ratchasima	non-BMR	2020	14	3
Nakhon Ratchasima	non-BMR	2020	15	3
Nakhon Ratchasima	non-BMR	2020	18	1
Nakhon Ratchasima	non-BMR	2020	52	6
Nakhon Ratchasima	non-BMR	2020	53	1
Nakhon Ratchasima	non-BMR	2021	1	2
Nakhon Ratchasima	non-BMR	2021	2	1
Nakhon Ratchasima	non-BMR	2021	7	3
Nakhon Ratchasima	non-BMR	2021	14	16
Nakhon Ratchasima	non-BMR	2021	15	89
Nakhon Ratchasima	non-BMR	2021	16	253
Nakhon Ratchasima	non-BMR	2021	17	172
Nakhon Ratchasima	non-BMR	2021	18	127
Nakhon Ratchasima	non-BMR	2021	19	108
Nakhon Ratchasima	non-BMR	2021	20	70
Nakhon Ratchasima	non-BMR	2021	21	100
Nakhon Ratchasima	non-BMR	2021	22	24
Nakhon Ratchasima	non-BMR	2021	23	25
Nakhon Ratchasima	non-BMR	2021	24	38
Nakhon Ratchasima	non-BMR	2021	25	81
Nakhon Ratchasima	non-BMR	2021	26	215
Nakhon Ratchasima	non-BMR	2021	27	474
Nakhon Ratchasima	non-BMR	2021	28	682
Nakhon Ratchasima	non-BMR	2021	29	1093
Nakhon Ratchasima	non-BMR	2021	30	1552
Nakhon Ratchasima	non-BMR	2021	31	2611
Nakhon Ratchasima	non-BMR	2021	32	2155
Nakhon Ratchasima	non-BMR	2021	33	3892
Nakhon Ratchasima	non-BMR	2021	34	3493
Nakhon Ratchasima	non-BMR	2021	35	2362
Nakhon Ratchasima	non-BMR	2021	36	1437
Nakhon Ratchasima	non-BMR	2021	37	1432
Nakhon Ratchasima	non-BMR	2021	38	1514
Nakhon Ratchasima	non-BMR	2021	39	1448
Nakhon Ratchasima	non-BMR	2021	40	1225
Nakhon Ratchasima	non-BMR	2021	41	1150
Nakhon Ratchasima	non-BMR	2021	42	887
Nakhon Ratchasima	non-BMR	2021	43	722
Nakhon Ratchasima	non-BMR	2021	44	1194
Nakhon Ratchasima	non-BMR	2021	45	2232
Nakhon Ratchasima	non-BMR	2021	46	862
Nakhon Ratchasima	non-BMR	2021	47	732
Nakhon Ratchasima	non-BMR	2021	48	500
Nakhon Ratchasima	non-BMR	2021	49	394
Nakhon Ratchasima	non-BMR	2021	50	317
Nakhon Ratchasima	non-BMR	2021	51	269
Nakhon Ratchasima	non-BMR	2021	52	286
Nakhon Ratchasima	non-BMR	2022	1	332
Nakhon Ratchasima	non-BMR	2022	2	942
Nakhon Ratchasima	non-BMR	2022	3	1065
Nakhon Ratchasima	non-BMR	2022	4	1036
Nakhon Ratchasima	non-BMR	2022	5	1275
Nakhon Ratchasima	non-BMR	2022	6	2030
Nakhon Ratchasima	non-BMR	2022	7	3300
Nakhon Ratchasima	non-BMR	2022	8	4456
Nakhon Ratchasima	non-BMR	2022	9	4660
Nakhon Ratchasima	non-BMR	2022	10	3698
Nakhon Ratchasima	non-BMR	2022	11	3417
Nakhon Ratchasima	non-BMR	2022	12	3034
Nakhon Ratchasima	non-BMR	2022	13	3393
Nakhon Ratchasima	non-BMR	2022	14	3190
Nakhon Ratchasima	non-BMR	2022	15	3244
Nakhon Ratchasima	non-BMR	2022	16	2236
Nakhon Ratchasima	non-BMR	2022	17	1996
Nakhon Sawan	non-BMR	2020	13	3
Nakhon Sawan	non-BMR	2020	14	3
Nakhon Sawan	non-BMR	2020	15	3
Nakhon Sawan	non-BMR	2020	52	1
Nakhon Sawan	non-BMR	2020	53	1
Nakhon Sawan	non-BMR	2021	2	2
Nakhon Sawan	non-BMR	2021	12	2
Nakhon Sawan	non-BMR	2021	14	3
Nakhon Sawan	non-BMR	2021	15	71
Nakhon Sawan	non-BMR	2021	16	133
Nakhon Sawan	non-BMR	2021	17	138
Nakhon Sawan	non-BMR	2021	18	59
Nakhon Sawan	non-BMR	2021	19	29
Nakhon Sawan	non-BMR	2021	20	15
Nakhon Sawan	non-BMR	2021	21	10
Nakhon Sawan	non-BMR	2021	22	53
Nakhon Sawan	non-BMR	2021	23	45
Nakhon Sawan	non-BMR	2021	24	50
Nakhon Sawan	non-BMR	2021	25	54
Nakhon Sawan	non-BMR	2021	26	155
Nakhon Sawan	non-BMR	2021	27	254
Nakhon Sawan	non-BMR	2021	28	452
Nakhon Sawan	non-BMR	2021	29	817
Nakhon Sawan	non-BMR	2021	30	1048
Nakhon Sawan	non-BMR	2021	31	1366
Nakhon Sawan	non-BMR	2021	32	1252
Nakhon Sawan	non-BMR	2021	33	1168
Nakhon Sawan	non-BMR	2021	34	693
Nakhon Sawan	non-BMR	2021	35	742
Nakhon Sawan	non-BMR	2021	36	507
Nakhon Sawan	non-BMR	2021	37	742
Nakhon Sawan	non-BMR	2021	38	825
Nakhon Sawan	non-BMR	2021	39	688
Nakhon Sawan	non-BMR	2021	40	840
Nakhon Sawan	non-BMR	2021	41	804
Nakhon Sawan	non-BMR	2021	42	997
Nakhon Sawan	non-BMR	2021	43	823
Nakhon Sawan	non-BMR	2021	44	651
Nakhon Sawan	non-BMR	2021	45	543
Nakhon Sawan	non-BMR	2021	46	334
Nakhon Sawan	non-BMR	2021	47	334
Nakhon Sawan	non-BMR	2021	48	328
Nakhon Sawan	non-BMR	2021	49	407
Nakhon Sawan	non-BMR	2021	50	363
Nakhon Sawan	non-BMR	2021	51	355
Nakhon Sawan	non-BMR	2021	52	178
Nakhon Sawan	non-BMR	2022	1	292
Nakhon Sawan	non-BMR	2022	2	443
Nakhon Sawan	non-BMR	2022	3	487
Nakhon Sawan	non-BMR	2022	4	456
Nakhon Sawan	non-BMR	2022	5	459
Nakhon Sawan	non-BMR	2022	6	971
Nakhon Sawan	non-BMR	2022	7	1051
Nakhon Sawan	non-BMR	2022	8	1544
Nakhon Sawan	non-BMR	2022	9	1194
Nakhon Sawan	non-BMR	2022	10	1342
Nakhon Sawan	non-BMR	2022	11	1537
Nakhon Sawan	non-BMR	2022	12	1971
Nakhon Sawan	non-BMR	2022	13	2373
Nakhon Sawan	non-BMR	2022	14	2528
Nakhon Sawan	non-BMR	2022	15	2203
Nakhon Sawan	non-BMR	2022	16	1475
Nakhon Sawan	non-BMR	2022	17	983
Nakhon Si Thammarat	non-BMR	2020	10	1
Nakhon Si Thammarat	non-BMR	2020	13	4
Nakhon Si Thammarat	non-BMR	2020	14	1
Nakhon Si Thammarat	non-BMR	2020	15	1
Nakhon Si Thammarat	non-BMR	2020	16	5
Nakhon Si Thammarat	non-BMR	2020	52	1
Nakhon Si Thammarat	non-BMR	2020	53	2
Nakhon Si Thammarat	non-BMR	2021	1	1
Nakhon Si Thammarat	non-BMR	2021	14	4
Nakhon Si Thammarat	non-BMR	2021	15	28
Nakhon Si Thammarat	non-BMR	2021	16	105
Nakhon Si Thammarat	non-BMR	2021	17	204
Nakhon Si Thammarat	non-BMR	2021	18	208
Nakhon Si Thammarat	non-BMR	2021	19	155
Nakhon Si Thammarat	non-BMR	2021	20	91
Nakhon Si Thammarat	non-BMR	2021	21	56
Nakhon Si Thammarat	non-BMR	2021	22	39
Nakhon Si Thammarat	non-BMR	2021	23	71
Nakhon Si Thammarat	non-BMR	2021	24	335
Nakhon Si Thammarat	non-BMR	2021	25	138
Nakhon Si Thammarat	non-BMR	2021	26	132
Nakhon Si Thammarat	non-BMR	2021	27	147
Nakhon Si Thammarat	non-BMR	2021	28	274
Nakhon Si Thammarat	non-BMR	2021	29	624
Nakhon Si Thammarat	non-BMR	2021	30	910
Nakhon Si Thammarat	non-BMR	2021	31	1066
Nakhon Si Thammarat	non-BMR	2021	32	832
Nakhon Si Thammarat	non-BMR	2021	33	766
Nakhon Si Thammarat	non-BMR	2021	34	1151
Nakhon Si Thammarat	non-BMR	2021	35	1025
Nakhon Si Thammarat	non-BMR	2021	36	1404
Nakhon Si Thammarat	non-BMR	2021	37	1976
Nakhon Si Thammarat	non-BMR	2021	38	2163
Nakhon Si Thammarat	non-BMR	2021	39	2711
Nakhon Si Thammarat	non-BMR	2021	40	2417
Nakhon Si Thammarat	non-BMR	2021	41	2815
Nakhon Si Thammarat	non-BMR	2021	42	3958
Nakhon Si Thammarat	non-BMR	2021	43	3854
Nakhon Si Thammarat	non-BMR	2021	44	2992
Nakhon Si Thammarat	non-BMR	2021	45	2411
Nakhon Si Thammarat	non-BMR	2021	46	2559
Nakhon Si Thammarat	non-BMR	2021	47	2773
Nakhon Si Thammarat	non-BMR	2021	48	2392
Nakhon Si Thammarat	non-BMR	2021	49	2396
Nakhon Si Thammarat	non-BMR	2021	50	1317
Nakhon Si Thammarat	non-BMR	2021	51	1110
Nakhon Si Thammarat	non-BMR	2021	52	898
Nakhon Si Thammarat	non-BMR	2022	1	970
Nakhon Si Thammarat	non-BMR	2022	2	1315
Nakhon Si Thammarat	non-BMR	2022	3	1072
Nakhon Si Thammarat	non-BMR	2022	4	914
Nakhon Si Thammarat	non-BMR	2022	5	1127
Nakhon Si Thammarat	non-BMR	2022	6	1810
Nakhon Si Thammarat	non-BMR	2022	7	3682
Nakhon Si Thammarat	non-BMR	2022	8	5938
Nakhon Si Thammarat	non-BMR	2022	9	6479
Nakhon Si Thammarat	non-BMR	2022	10	7446
Nakhon Si Thammarat	non-BMR	2022	11	10422
Nakhon Si Thammarat	non-BMR	2022	12	10335
Nakhon Si Thammarat	non-BMR	2022	13	8439
Nakhon Si Thammarat	non-BMR	2022	14	5722
Nakhon Si Thammarat	non-BMR	2022	15	4593
Nakhon Si Thammarat	non-BMR	2022	16	3553
Nakhon Si Thammarat	non-BMR	2022	17	1854
Nan	non-BMR	2021	1	1
Nan	non-BMR	2021	14	4
Nan	non-BMR	2021	16	60
Nan	non-BMR	2021	17	38
Nan	non-BMR	2021	18	8
Nan	non-BMR	2021	19	2
Nan	non-BMR	2021	20	5
Nan	non-BMR	2021	21	3
Nan	non-BMR	2021	22	1
Nan	non-BMR	2021	23	2
Nan	non-BMR	2021	24	21
Nan	non-BMR	2021	25	3
Nan	non-BMR	2021	26	18
Nan	non-BMR	2021	27	27
Nan	non-BMR	2021	28	167
Nan	non-BMR	2021	29	194
Nan	non-BMR	2021	30	385
Nan	non-BMR	2021	31	443
Nan	non-BMR	2021	32	361
Nan	non-BMR	2021	33	259
Nan	non-BMR	2021	34	154
Nan	non-BMR	2021	35	78
Nan	non-BMR	2021	36	70
Nan	non-BMR	2021	37	21
Nan	non-BMR	2021	38	31
Nan	non-BMR	2021	39	8
Nan	non-BMR	2021	40	6
Nan	non-BMR	2021	41	6
Nan	non-BMR	2021	42	7
Nan	non-BMR	2021	43	45
Nan	non-BMR	2021	44	37
Nan	non-BMR	2021	45	79
Nan	non-BMR	2021	46	49
Nan	non-BMR	2021	47	74
Nan	non-BMR	2021	48	89
Nan	non-BMR	2021	49	59
Nan	non-BMR	2021	50	43
Nan	non-BMR	2021	51	55
Nan	non-BMR	2021	52	85
Nan	non-BMR	2022	1	182
Nan	non-BMR	2022	2	509
Nan	non-BMR	2022	3	378
Nan	non-BMR	2022	4	319
Nan	non-BMR	2022	5	542
Nan	non-BMR	2022	6	628
Nan	non-BMR	2022	7	448
Nan	non-BMR	2022	8	494
Nan	non-BMR	2022	9	483
Nan	non-BMR	2022	10	348
Nan	non-BMR	2022	11	433
Nan	non-BMR	2022	12	811
Nan	non-BMR	2022	13	1076
Nan	non-BMR	2022	14	1355
Nan	non-BMR	2022	15	1390
Nan	non-BMR	2022	16	1333
Nan	non-BMR	2022	17	671
Narathiwat	non-BMR	2020	12	5
Narathiwat	non-BMR	2020	13	3
Narathiwat	non-BMR	2020	14	11
Narathiwat	non-BMR	2020	15	7
Narathiwat	non-BMR	2020	16	4
Narathiwat	non-BMR	2020	17	3
Narathiwat	non-BMR	2020	19	2
Narathiwat	non-BMR	2020	20	3
Narathiwat	non-BMR	2020	21	2
Narathiwat	non-BMR	2020	22	2
Narathiwat	non-BMR	2020	23	1
Narathiwat	non-BMR	2020	53	1
Narathiwat	non-BMR	2021	1	1
Narathiwat	non-BMR	2021	2	2
Narathiwat	non-BMR	2021	3	1
Narathiwat	non-BMR	2021	4	2
Narathiwat	non-BMR	2021	5	4
Narathiwat	non-BMR	2021	9	3
Narathiwat	non-BMR	2021	10	4
Narathiwat	non-BMR	2021	11	5
Narathiwat	non-BMR	2021	12	1
Narathiwat	non-BMR	2021	13	2
Narathiwat	non-BMR	2021	14	290
Narathiwat	non-BMR	2021	15	65
Narathiwat	non-BMR	2021	16	125
Narathiwat	non-BMR	2021	17	27
Narathiwat	non-BMR	2021	18	29
Narathiwat	non-BMR	2021	19	74
Narathiwat	non-BMR	2021	20	67
Narathiwat	non-BMR	2021	21	163
Narathiwat	non-BMR	2021	22	206
Narathiwat	non-BMR	2021	23	90
Narathiwat	non-BMR	2021	24	213
Narathiwat	non-BMR	2021	25	508
Narathiwat	non-BMR	2021	26	535
Narathiwat	non-BMR	2021	27	490
Narathiwat	non-BMR	2021	28	1005
Narathiwat	non-BMR	2021	29	981
Narathiwat	non-BMR	2021	30	1337
Narathiwat	non-BMR	2021	31	1574
Narathiwat	non-BMR	2021	32	1401
Narathiwat	non-BMR	2021	33	1753
Narathiwat	non-BMR	2021	34	1919
Narathiwat	non-BMR	2021	35	2198
Narathiwat	non-BMR	2021	36	2024
Narathiwat	non-BMR	2021	37	2349
Narathiwat	non-BMR	2021	38	2702
Narathiwat	non-BMR	2021	39	3165
Narathiwat	non-BMR	2021	40	3126
Narathiwat	non-BMR	2021	41	3364
Narathiwat	non-BMR	2021	42	2604
Narathiwat	non-BMR	2021	43	2183
Narathiwat	non-BMR	2021	44	1696
Narathiwat	non-BMR	2021	45	1621
Narathiwat	non-BMR	2021	46	1288
Narathiwat	non-BMR	2021	47	585
Narathiwat	non-BMR	2021	48	323
Narathiwat	non-BMR	2021	49	231
Narathiwat	non-BMR	2021	50	166
Narathiwat	non-BMR	2021	51	176
Narathiwat	non-BMR	2021	52	88
Narathiwat	non-BMR	2022	1	57
Narathiwat	non-BMR	2022	2	49
Narathiwat	non-BMR	2022	3	80
Narathiwat	non-BMR	2022	4	69
Narathiwat	non-BMR	2022	5	45
Narathiwat	non-BMR	2022	6	113
Narathiwat	non-BMR	2022	7	373
Narathiwat	non-BMR	2022	8	685
Narathiwat	non-BMR	2022	9	1099
Narathiwat	non-BMR	2022	10	1413
Narathiwat	non-BMR	2022	11	1283
Narathiwat	non-BMR	2022	12	816
Narathiwat	non-BMR	2022	13	620
Narathiwat	non-BMR	2022	14	303
Narathiwat	non-BMR	2022	15	196
Narathiwat	non-BMR	2022	16	145
Narathiwat	non-BMR	2022	17	163
Nong Bua Lam Phu	non-BMR	2020	13	1
Nong Bua Lam Phu	non-BMR	2020	14	2
Nong Bua Lam Phu	non-BMR	2021	1	1
Nong Bua Lam Phu	non-BMR	2021	12	1
Nong Bua Lam Phu	non-BMR	2021	14	2
Nong Bua Lam Phu	non-BMR	2021	15	12
Nong Bua Lam Phu	non-BMR	2021	16	9
Nong Bua Lam Phu	non-BMR	2021	17	1
Nong Bua Lam Phu	non-BMR	2021	18	2
Nong Bua Lam Phu	non-BMR	2021	19	4
Nong Bua Lam Phu	non-BMR	2021	20	5
Nong Bua Lam Phu	non-BMR	2021	21	12
Nong Bua Lam Phu	non-BMR	2021	22	11
Nong Bua Lam Phu	non-BMR	2021	23	17
Nong Bua Lam Phu	non-BMR	2021	24	7
Nong Bua Lam Phu	non-BMR	2021	25	10
Nong Bua Lam Phu	non-BMR	2021	26	35
Nong Bua Lam Phu	non-BMR	2021	27	114
Nong Bua Lam Phu	non-BMR	2021	28	196
Nong Bua Lam Phu	non-BMR	2021	29	237
Nong Bua Lam Phu	non-BMR	2021	30	401
Nong Bua Lam Phu	non-BMR	2021	31	479
Nong Bua Lam Phu	non-BMR	2021	32	737
Nong Bua Lam Phu	non-BMR	2021	33	530
Nong Bua Lam Phu	non-BMR	2021	34	417
Nong Bua Lam Phu	non-BMR	2021	35	214
Nong Bua Lam Phu	non-BMR	2021	36	118
Nong Bua Lam Phu	non-BMR	2021	37	81
Nong Bua Lam Phu	non-BMR	2021	38	72
Nong Bua Lam Phu	non-BMR	2021	39	44
Nong Bua Lam Phu	non-BMR	2021	40	171
Nong Bua Lam Phu	non-BMR	2021	41	111
Nong Bua Lam Phu	non-BMR	2021	42	92
Nong Bua Lam Phu	non-BMR	2021	43	51
Nong Bua Lam Phu	non-BMR	2021	44	50
Nong Bua Lam Phu	non-BMR	2021	45	106
Nong Bua Lam Phu	non-BMR	2021	46	127
Nong Bua Lam Phu	non-BMR	2021	47	68
Nong Bua Lam Phu	non-BMR	2021	48	60
Nong Bua Lam Phu	non-BMR	2021	49	60
Nong Bua Lam Phu	non-BMR	2021	50	30
Nong Bua Lam Phu	non-BMR	2021	51	17
Nong Bua Lam Phu	non-BMR	2021	52	19
Nong Bua Lam Phu	non-BMR	2022	1	96
Nong Bua Lam Phu	non-BMR	2022	2	205
Nong Bua Lam Phu	non-BMR	2022	3	215
Nong Bua Lam Phu	non-BMR	2022	4	248
Nong Bua Lam Phu	non-BMR	2022	5	211
Nong Bua Lam Phu	non-BMR	2022	6	430
Nong Bua Lam Phu	non-BMR	2022	7	885
Nong Bua Lam Phu	non-BMR	2022	8	904
Nong Bua Lam Phu	non-BMR	2022	9	674
Nong Bua Lam Phu	non-BMR	2022	10	668
Nong Bua Lam Phu	non-BMR	2022	11	565
Nong Bua Lam Phu	non-BMR	2022	12	683
Nong Bua Lam Phu	non-BMR	2022	13	678
Nong Bua Lam Phu	non-BMR	2022	14	707
Nong Bua Lam Phu	non-BMR	2022	15	884
Nong Bua Lam Phu	non-BMR	2022	16	813
Nong Bua Lam Phu	non-BMR	2022	17	586
Nong Khai	non-BMR	2020	13	1
Nong Khai	non-BMR	2020	14	2
Nong Khai	non-BMR	2020	53	1
Nong Khai	non-BMR	2021	2	1
Nong Khai	non-BMR	2021	14	1
Nong Khai	non-BMR	2021	15	10
Nong Khai	non-BMR	2021	16	27
Nong Khai	non-BMR	2021	17	25
Nong Khai	non-BMR	2021	18	5
Nong Khai	non-BMR	2021	19	1
Nong Khai	non-BMR	2021	21	2
Nong Khai	non-BMR	2021	22	4
Nong Khai	non-BMR	2021	23	10
Nong Khai	non-BMR	2021	24	3
Nong Khai	non-BMR	2021	25	8
Nong Khai	non-BMR	2021	26	17
Nong Khai	non-BMR	2021	27	73
Nong Khai	non-BMR	2021	28	137
Nong Khai	non-BMR	2021	29	192
Nong Khai	non-BMR	2021	30	333
Nong Khai	non-BMR	2021	31	421
Nong Khai	non-BMR	2021	32	419
Nong Khai	non-BMR	2021	33	334
Nong Khai	non-BMR	2021	34	188
Nong Khai	non-BMR	2021	35	150
Nong Khai	non-BMR	2021	36	486
Nong Khai	non-BMR	2021	37	170
Nong Khai	non-BMR	2021	38	118
Nong Khai	non-BMR	2021	39	72
Nong Khai	non-BMR	2021	40	88
Nong Khai	non-BMR	2021	41	58
Nong Khai	non-BMR	2021	42	114
Nong Khai	non-BMR	2021	43	253
Nong Khai	non-BMR	2021	44	270
Nong Khai	non-BMR	2021	45	155
Nong Khai	non-BMR	2021	46	103
Nong Khai	non-BMR	2021	47	96
Nong Khai	non-BMR	2021	48	61
Nong Khai	non-BMR	2021	49	62
Nong Khai	non-BMR	2021	50	19
Nong Khai	non-BMR	2021	51	23
Nong Khai	non-BMR	2021	52	36
Nong Khai	non-BMR	2022	1	216
Nong Khai	non-BMR	2022	2	416
Nong Khai	non-BMR	2022	3	434
Nong Khai	non-BMR	2022	4	661
Nong Khai	non-BMR	2022	5	731
Nong Khai	non-BMR	2022	6	725
Nong Khai	non-BMR	2022	7	824
Nong Khai	non-BMR	2022	8	1135
Nong Khai	non-BMR	2022	9	1384
Nong Khai	non-BMR	2022	10	1290
Nong Khai	non-BMR	2022	11	1397
Nong Khai	non-BMR	2022	12	1323
Nong Khai	non-BMR	2022	13	2122
Nong Khai	non-BMR	2022	14	2578
Nong Khai	non-BMR	2022	15	2340
Nong Khai	non-BMR	2022	16	2305
Nong Khai	non-BMR	2022	17	1481
Pattani	non-BMR	2020	12	9
Pattani	non-BMR	2020	13	25
Pattani	non-BMR	2020	14	11
Pattani	non-BMR	2020	15	29
Pattani	non-BMR	2020	16	13
Pattani	non-BMR	2020	17	4
Pattani	non-BMR	2020	22	1
Pattani	non-BMR	2020	23	1
Pattani	non-BMR	2020	24	1
Pattani	non-BMR	2021	2	1
Pattani	non-BMR	2021	3	2
Pattani	non-BMR	2021	15	6
Pattani	non-BMR	2021	16	13
Pattani	non-BMR	2021	17	66
Pattani	non-BMR	2021	18	106
Pattani	non-BMR	2021	19	77
Pattani	non-BMR	2021	20	26
Pattani	non-BMR	2021	21	38
Pattani	non-BMR	2021	22	57
Pattani	non-BMR	2021	23	74
Pattani	non-BMR	2021	24	432
Pattani	non-BMR	2021	25	716
Pattani	non-BMR	2021	26	1137
Pattani	non-BMR	2021	27	1364
Pattani	non-BMR	2021	28	1379
Pattani	non-BMR	2021	29	1794
Pattani	non-BMR	2021	30	1367
Pattani	non-BMR	2021	31	1730
Pattani	non-BMR	2021	32	2086
Pattani	non-BMR	2021	33	1323
Pattani	non-BMR	2021	34	1000
Pattani	non-BMR	2021	35	1249
Pattani	non-BMR	2021	36	1219
Pattani	non-BMR	2021	37	1327
Pattani	non-BMR	2021	38	1696
Pattani	non-BMR	2021	39	2083
Pattani	non-BMR	2021	40	2858
Pattani	non-BMR	2021	41	3726
Pattani	non-BMR	2021	42	3773
Pattani	non-BMR	2021	43	3711
Pattani	non-BMR	2021	44	3457
Pattani	non-BMR	2021	45	2657
Pattani	non-BMR	2021	46	1859
Pattani	non-BMR	2021	47	1389
Pattani	non-BMR	2021	48	1024
Pattani	non-BMR	2021	49	932
Pattani	non-BMR	2021	50	501
Pattani	non-BMR	2021	51	352
Pattani	non-BMR	2021	52	202
Pattani	non-BMR	2022	1	167
Pattani	non-BMR	2022	2	120
Pattani	non-BMR	2022	3	108
Pattani	non-BMR	2022	4	91
Pattani	non-BMR	2022	5	125
Pattani	non-BMR	2022	6	203
Pattani	non-BMR	2022	7	358
Pattani	non-BMR	2022	8	1018
Pattani	non-BMR	2022	9	1658
Pattani	non-BMR	2022	10	2093
Pattani	non-BMR	2022	11	1991
Pattani	non-BMR	2022	12	1080
Pattani	non-BMR	2022	13	636
Pattani	non-BMR	2022	14	459
Pattani	non-BMR	2022	15	270
Pattani	non-BMR	2022	16	194
Pattani	non-BMR	2022	17	147
Phangnga	non-BMR	2020	15	1
Phangnga	non-BMR	2020	16	1
Phangnga	non-BMR	2021	15	12
Phangnga	non-BMR	2021	16	18
Phangnga	non-BMR	2021	17	8
Phangnga	non-BMR	2021	18	7
Phangnga	non-BMR	2021	19	19
Phangnga	non-BMR	2021	20	3
Phangnga	non-BMR	2021	22	2
Phangnga	non-BMR	2021	23	11
Phangnga	non-BMR	2021	24	70
Phangnga	non-BMR	2021	25	110
Phangnga	non-BMR	2021	26	78
Phangnga	non-BMR	2021	27	12
Phangnga	non-BMR	2021	28	65
Phangnga	non-BMR	2021	29	45
Phangnga	non-BMR	2021	30	184
Phangnga	non-BMR	2021	31	96
Phangnga	non-BMR	2021	32	80
Phangnga	non-BMR	2021	33	133
Phangnga	non-BMR	2021	34	90
Phangnga	non-BMR	2021	35	107
Phangnga	non-BMR	2021	36	259
Phangnga	non-BMR	2021	37	474
Phangnga	non-BMR	2021	38	343
Phangnga	non-BMR	2021	39	444
Phangnga	non-BMR	2021	40	465
Phangnga	non-BMR	2021	41	539
Phangnga	non-BMR	2021	42	547
Phangnga	non-BMR	2021	43	389
Phangnga	non-BMR	2021	44	498
Phangnga	non-BMR	2021	45	468
Phangnga	non-BMR	2021	46	373
Phangnga	non-BMR	2021	47	360
Phangnga	non-BMR	2021	48	377
Phangnga	non-BMR	2021	49	329
Phangnga	non-BMR	2021	50	305
Phangnga	non-BMR	2021	51	232
Phangnga	non-BMR	2021	52	236
Phangnga	non-BMR	2022	1	263
Phangnga	non-BMR	2022	2	505
Phangnga	non-BMR	2022	3	610
Phangnga	non-BMR	2022	4	598
Phangnga	non-BMR	2022	5	450
Phangnga	non-BMR	2022	6	521
Phangnga	non-BMR	2022	7	605
Phangnga	non-BMR	2022	8	651
Phangnga	non-BMR	2022	9	653
Phangnga	non-BMR	2022	10	653
Phangnga	non-BMR	2022	11	670
Phangnga	non-BMR	2022	12	655
Phangnga	non-BMR	2022	13	639
Phangnga	non-BMR	2022	14	608
Phangnga	non-BMR	2022	15	583
Phangnga	non-BMR	2022	16	624
Phangnga	non-BMR	2022	17	552
Phatthalung	non-BMR	2020	12	1
Phatthalung	non-BMR	2020	13	5
Phatthalung	non-BMR	2020	15	8
